Batch of Curriculum,Department,Program,Year Level,Semester,Course Code,Course Title,Lec,Lab,GenEd,Pre/Co-Requisite
2023,CBAA,BSBA-MM,2nd Year,Second Semester,BAC104,Statistical Analysis with Software Application,2,1,FALSE,MAT101
2023,CBAA,BSBA-MM,2nd Year,Second Semester,BAC103A,Taxation,3,0,FALSE,BAC100
2023,CBAA,BSBA-MM,2nd Year,Second Semester,MKM101,Marketing Management,3,0,FALSE,NONE
2023,CBAA,BSBA-MM,2nd Year,Second Semester,BAC102,Business Laws,3,0,FALSE,NONE
2023,CBAA,BSBA-MM,2nd Year,Second Semester,BAC105,Fundamentals of Business Analytics with Spreadsheet,2,1,FALSE,"MAT101, BAC104"
2023,CBAA,BSBA-MM,2nd Year,Second Semester,BAC108,Good Governance and Social Responsibility,3,0,FALSE,ETH101
2023,CBAA,BSBA-MM,2nd Year,Second Semester,,ELECTIVE 1,3,0,FALSE,
2023,CBAA,BSBA-MM,2nd Year,Second Semester,PED104,Physical Activities Toward Health and Fitness 4,2,0,TRUE,PED103
2023,CBAA,BSBA-MM,3rd Year,First Semester,IBT,International Business and Trade,3,0,FALSE,NONE
2023,CBAA,BSBA-MM,3rd Year,First Semester,MKM102,Professional Salesmanship,3,0,FALSE,MKE106. MKM101
2023,CBAA,BSBA-MM,3rd Year,First Semester,MKM103,Advertising Integradted Marketing Communication,3,0,FALSE,MKM101
2023,CBAA,BSBA-MM,3rd Year,First Semester,,ELECTIVE 2,3,0,FALSE,
2023,CBAA,BSBA-MM,3rd Year,First Semester,BAC106,Feasibility Study,3,0,FALSE,NONE
2023,CBAA,BSBA-MM,3rd Year,First Semester,BAC107,Human Resorce Management,3,0,FALSE,NONE
2023,CBAA,BSBA-MM,3rd Year,First Semester,STRATMGT,Strategic Management,3,0,FALSE,MKM101
2023,CBAA,BSBA-MM,3rd Year,Second Semester,OMTQM,Operations Management and TQM,3,0,FALSE,NONE
2023,CBAA,BSBA-MM,3rd Year,Second Semester,MKM104,Marketing Research,3,0,FALSE,"MKM101, BAC104"
2023,CBAA,BSBA-MM,3rd Year,Second Semester,MKM106,Distribution Management,3,0,FALSE,MKM101
2023,CBAA,BSBA-MM,3rd Year,Second Semester,MKM105,Pricing Strategy,3,0,FALSE,"MKM101, BAC101"
2023,CBAA,BSBA-MM,3rd Year,Second Semester,,ELECTIVE 3,3,0,FALSE,"MKM101, MKE101"
2023,CBAA,BSBA-MM,3rd Year,Second Semester,BANA101,Marketing Analysis,2,1,FALSE,BAC105
2023,CBAA,BSBA-MM,3rd Year,Second Semester,BAC109A,Business Research 1,3,0,FALSE,BAC104
2023,CBAA,BSBA-MM,4th Year,First Semester,MKM107,Retail Management,3,0,FALSE,MKM101
2023,CBAA,BSBA-MM,4th Year,First Semester,MKM108,Product & Brand Management,3,0,FALSE,MKM101
2023,CBAA,BSBA-MM,4th Year,First Semester,,ELECTIVE 4,3,0,FALSE,
2023,CBAA,BSBA-MM,4th Year,First Semester,BAC109B,Business Research 2,3,0,FALSE,"BAC109A, 4th Year Standing"
2023,CBAA,BSBA-MM,4th Year,Second Semester,MKM109,Practicum (600hrs),3,0,FALSE,4th Year Standing
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,MKE101,Consumer Behavior,6,0,FALSE,
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,MKE102,E-Commerce and Internet Marketing,3,0,FALSE,
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,MKE103,Cooperative Marketing,3,0,FALSE,
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,MKE104,Franchising,3,0,FALSE,
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,MKE105,Digital Marketing,3,0,FALSE,
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,MKE106,Sales Management,2,1,FALSE,
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,MKE107,Services Marketing,3,0,FALSE,
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,BANA102,Data Warehousing,3,0,FALSE,BAC105
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,BANA104,Predictive Analytics,2,1,FALSE,BANA104
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,BANA103,Descriptive Analytics,2,1,FALSE,BAC105
2023,CBAA,BSBA-MM,ELECTIVES,ELECTIVES,BANA105,Presciptive Analytics,2,1,FALSE,"BANA102, BANA104"
